time,r_gripper_vel_norm
4.445999999999999730e+00,7.341587937036013206e-06
4.447000000000000064e+00,7.350252749622326300e-06
4.448000000000000398e+00,7.359066982836664692e-06
4.448999999999999844e+00,7.367637845235462818e-06
4.450000000000000178e+00,7.376333460029451164e-06
4.451000000000000512e+00,7.385173158191544082e-06
4.451999999999999957e+00,7.394016299372941618e-06
4.453000000000000291e+00,7.402647300250248389e-06
4.453999999999999737e+00,7.411434102179478794e-06
4.455000000000000071e+00,7.420124080115028355e-06
4.456000000000000405e+00,7.428982591967035913e-06
4.456999999999999851e+00,7.437692455602796301e-06
4.458000000000000185e+00,7.446542602795141952e-06
4.459000000000000519e+00,7.455797742740088587e-06
4.459999999999999964e+00,7.464915646280060108e-06
4.461000000000000298e+00,7.473846214268031350e-06
4.461999999999999744e+00,7.482773772493073866e-06
4.463000000000000078e+00,7.491771755039544716e-06
4.464000000000000412e+00,7.500434876054670149e-06
4.464999999999999858e+00,7.509282301964777622e-06
4.466000000000000192e+00,7.518180718126825406e-06
4.467000000000000526e+00,7.526946632244156879e-06
4.467999999999999972e+00,7.535857935615749446e-06
4.469000000000000306e+00,7.544840634768900906e-06
4.469999999999999751e+00,7.553687764632106244e-06
4.471000000000000085e+00,7.562604903904050038e-06
4.472000000000000419e+00,7.571519629404252619e-06
4.472999999999999865e+00,7.580577812823752544e-06
4.474000000000000199e+00,7.589665374775285353e-06
4.475000000000000533e+00,7.598804585114830561e-06
4.475999999999999979e+00,7.607918208811435136e-06
4.477000000000000313e+00,7.619891467812217514e-06
4.477999999999999758e+00,7.630934862385346318e-06
4.479000000000000092e+00,7.641161722368863002e-06
4.480000000000000426e+00,7.651003927878967411e-06
4.480999999999999872e+00,7.660206766962927518e-06
4.482000000000000206e+00,7.669314727679009720e-06
4.482999999999999652e+00,7.678058802753434610e-06
4.483999999999999986e+00,7.686861492191115737e-06
4.485000000000000320e+00,7.695601095524922316e-06
4.485999999999999766e+00,7.704328641642004495e-06
4.487000000000000099e+00,7.712878455738144079e-06
4.488000000000000433e+00,7.721686206762595040e-06
4.488999999999999879e+00,7.730167388814103676e-06
4.490000000000000213e+00,7.738753943359888025e-06
4.490999999999999659e+00,7.747221820448211801e-06
4.491999999999999993e+00,7.755580512153649605e-06
4.493000000000000327e+00,7.764158980276172540e-06
4.493999999999999773e+00,7.772574557277993516e-06
4.495000000000000107e+00,7.781386073563728730e-06
4.496000000000000441e+00,7.790180160104650495e-06
4.496999999999999886e+00,7.798339492941621168e-06
4.498000000000000220e+00,7.806749550404985620e-06
4.498999999999999666e+00,7.815144005592329507e-06
4.500000000000000000e+00,7.823705220511654521e-06
4.501000000000000334e+00,7.832239769844800913e-06
4.501999999999999780e+00,7.840630160089565346e-06
4.503000000000000114e+00,7.849166708475786979e-06
4.504000000000000448e+00,7.857903011118216779e-06
4.504999999999999893e+00,7.866380775260235639e-06
4.506000000000000227e+00,7.875005329858975419e-06
4.506999999999999673e+00,7.883496579593031876e-06
4.508000000000000007e+00,7.892262806904136295e-06
4.509000000000000341e+00,7.900473982819934519e-06
4.509999999999999787e+00,7.907271493741371848e-06
4.511000000000000121e+00,7.912531616762177576e-06
4.512000000000000455e+00,7.916508470062492346e-06
4.512999999999999901e+00,7.919147984002201983e-06
4.514000000000000234e+00,7.920605710931349769e-06
4.514999999999999680e+00,7.921347510180161839e-06
4.516000000000000014e+00,7.921494651959335606e-06
4.517000000000000348e+00,7.921057321779632776e-06
4.517999999999999794e+00,7.919977501695897704e-06
4.519000000000000128e+00,7.918341691124138393e-06
4.520000000000000462e+00,7.916541594466846695e-06
4.520999999999999908e+00,7.914711131443657690e-06
4.522000000000000242e+00,7.912369722591150125e-06
4.522999999999999687e+00,7.912839405736708150e-06
4.524000000000000021e+00,7.911847285343452909e-06
4.525000000000000355e+00,7.910339819914099339e-06
4.525999999999999801e+00,7.907807789003370452e-06
4.527000000000000135e+00,7.904812154602497017e-06
4.528000000000000469e+00,7.901680511320282864e-06
4.528999999999999915e+00,7.891854442244072864e-06
4.530000000000000249e+00,7.604411449482810381e-06
4.530999999999999694e+00,7.352074807216338220e-06
4.532000000000000028e+00,7.122112611194163743e-06
4.533000000000000362e+00,6.915098434206987865e-06
4.533999999999999808e+00,6.730946409135003824e-06
4.535000000000000142e+00,6.592428198324752206e-06
4.536000000000000476e+00,6.464859025891688999e-06
4.536999999999999922e+00,6.350712748109837413e-06
4.538000000000000256e+00,6.273373837906494456e-06
4.538999999999999702e+00,6.219774762328845160e-06
4.540000000000000036e+00,6.178711416175173757e-06
4.541000000000000369e+00,6.146821479233292195e-06
4.541999999999999815e+00,6.120090183829949703e-06
4.543000000000000149e+00,6.095739444256018538e-06
4.544000000000000483e+00,6.072139322818125385e-06
4.544999999999999929e+00,6.048474065667700857e-06
4.546000000000000263e+00,6.024336497003274427e-06
4.546999999999999709e+00,5.999359537173363686e-06
4.548000000000000043e+00,5.973628334852079087e-06
4.549000000000000377e+00,5.947089666890199213e-06
4.549999999999999822e+00,5.920041926165268737e-06
4.551000000000000156e+00,5.892346249060301815e-06
4.552000000000000490e+00,5.864508007400364799e-06
4.552999999999999936e+00,5.836103666106047968e-06
4.554000000000000270e+00,5.808091656132267307e-06
4.554999999999999716e+00,5.801428180533392103e-06
4.556000000000000050e+00,5.789556959295762573e-06
4.557000000000000384e+00,5.774935176327801842e-06
4.557999999999999829e+00,5.758002877279258217e-06
4.559000000000000163e+00,5.739459231609091950e-06
4.560000000000000497e+00,5.719390022265035177e-06
4.560999999999999943e+00,5.719849397810618364e-06
4.562000000000000277e+00,5.714333939535208830e-06
4.562999999999999723e+00,5.705429388448630921e-06
4.564000000000000057e+00,5.693815570581865006e-06
4.565000000000000391e+00,5.679688457530846526e-06
4.565999999999999837e+00,5.663742957873747048e-06
4.567000000000000171e+00,5.646549790799971420e-06
4.568000000000000504e+00,5.649927897902359211e-06
4.568999999999999950e+00,5.647142835383666282e-06
4.570000000000000284e+00,5.644313975242764601e-06
4.570999999999999730e+00,5.637524777562231046e-06
